"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb1.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.masterEnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",,"avgServedBlocksDl:vector MultiCell_withSecondaryGnb.secondaryGnb2.cellularNic.mac ($carrierFreq0=2GHz, $carrierBands0=6, $carrierFreq1=6GHz, $carrierBands1=6, $nrCarrier=0, $numUe=10, $numUeApps=2, #0 - MultiCell-CBR-DL-0-20211017-22:40:34-2554)",
38.413,0,38.413,1,38.413,4,38.413,0
38.414,0,38.414,1,38.414,4,38.414,1
38.415,0,38.415,1,38.415,2,38.415,0
38.416,0,38.416,0,38.416,1,38.416,1
38.417,1,38.417,0,38.417,0,38.417,0
38.418,0,38.418,0,38.418,2,38.418,1
38.419,0,38.419,1,38.419,1,38.419,0
38.42,3,38.42,0,38.42,0,38.42,0
38.421,0,38.421,0,38.421,0,38.421,0
38.422,0,38.422,0,38.422,0,38.422,0
38.423,0,38.423,0,38.423,0,38.423,0
38.424,0,38.424,0,38.424,0,38.424,1
38.425,0,38.425,0,38.425,1,38.425,0
38.426,0,38.426,0,38.426,0,38.426,0
38.427,0,38.427,0,38.427,0,38.427,0
38.428,0,38.428,0,38.428,0,38.428,0
38.429,0,38.429,0,38.429,0,38.429,0
38.43,0,38.43,0,38.43,0,38.43,0
38.431,1,38.431,0,38.431,0,38.431,0
38.432,0,38.432,0,38.432,1,38.432,2
38.433,0,38.433,1,38.433,4,38.433,0
38.434,0,38.434,1,38.434,4,38.434,1
38.435,0,38.435,1,38.435,2,38.435,0
38.436,0,38.436,0,38.436,1,38.436,1
38.437,1,38.437,0,38.437,0,38.437,0
38.438,0,38.438,0,38.438,2,38.438,1
38.439,0,38.439,1,38.439,1,38.439,0
38.44,3,38.44,0,38.44,0,38.44,0
38.441,0,38.441,0,38.441,0,38.441,0
38.442,0,38.442,0,38.442,0,38.442,0
38.443,0,38.443,0,38.443,0,38.443,0
38.444,0,38.444,0,38.444,0,38.444,0
38.445,0,38.445,0,38.445,0,38.445,0
38.446,0,38.446,0,38.446,0,38.446,0
38.447,0,38.447,0,38.447,0,38.447,0
38.448,0,38.448,0,38.448,0,38.448,0
38.449,0,38.449,0,38.449,0,38.449,0
38.45,0,38.45,0,38.45,0,38.45,0
38.451,1,38.451,0,38.451,0,38.451,0
38.452,0,38.452,0,38.452,1,38.452,2
38.453,0,38.453,1,38.453,4,38.453,0
38.454,0,38.454,1,38.454,4,38.454,1
38.455,0,38.455,1,38.455,2,38.455,0
38.456,0,38.456,0,38.456,1,38.456,1
38.457,1,38.457,0,38.457,0,38.457,0
38.458,0,38.458,0,38.458,2,38.458,1
38.459,0,38.459,1,38.459,3,38.459,0
38.46,3,38.46,0,38.46,0,38.46,0
38.461,0,38.461,0,38.461,0,38.461,0
38.462,0,38.462,0,38.462,0,38.462,0
38.463,0,38.463,0,38.463,0,38.463,0
38.464,0,38.464,0,38.464,0,38.464,0
38.465,0,38.465,0,38.465,0,38.465,0
38.466,0,38.466,0,38.466,0,38.466,0
38.467,0,38.467,0,38.467,0,38.467,0
38.468,0,38.468,0,38.468,0,38.468,0
38.469,0,38.469,0,38.469,0,38.469,0
38.47,0,38.47,0,38.47,0,38.47,0
38.471,1,38.471,0,38.471,0,38.471,0
38.472,0,38.472,0,38.472,1,38.472,2
38.473,0,38.473,1,38.473,4,38.473,0
38.474,0,38.474,1,38.474,4,38.474,1
38.475,0,38.475,1,38.475,2,38.475,0
38.476,0,38.476,0,38.476,1,38.476,1
38.477,1,38.477,0,38.477,0,38.477,0
38.478,0,38.478,0,38.478,2,38.478,1
38.479,0,38.479,1,38.479,1,38.479,0
38.48,2,38.48,0,38.48,0,38.48,0
38.481,0,38.481,0,38.481,0,38.481,0
38.482,0,38.482,0,38.482,0,38.482,0
38.483,0,38.483,0,38.483,0,38.483,0
38.484,0,38.484,0,38.484,0,38.484,0
38.485,0,38.485,0,38.485,0,38.485,0
38.486,0,38.486,0,38.486,0,38.486,0
38.487,0,38.487,0,38.487,0,38.487,0
38.488,0,38.488,0,38.488,0,38.488,0
38.489,0,38.489,0,38.489,0,38.489,0
38.49,0,38.49,0,38.49,0,38.49,0
38.491,1,38.491,0,38.491,0,38.491,0
38.492,0,38.492,0,38.492,1,38.492,2
38.493,0,38.493,1,38.493,4,38.493,0
38.494,0,38.494,1,38.494,4,38.494,1
38.495,0,38.495,1,38.495,2,38.495,0
38.496,0,38.496,0,38.496,1,38.496,1
38.497,1,38.497,0,38.497,0,38.497,0
38.498,0,38.498,0,38.498,2,38.498,1
38.499,0,38.499,1,38.499,1,38.499,0
38.5,2,38.5,0,38.5,0,38.5,0
38.501,0,38.501,0,38.501,0,38.501,0
38.502,0,38.502,0,38.502,0,38.502,0
38.503,0,38.503,0,38.503,0,38.503,0
38.504,0,38.504,0,38.504,0,38.504,0
38.505,0,38.505,0,38.505,1,38.505,0
38.506,0,38.506,0,38.506,0,38.506,0
38.507,0,38.507,0,38.507,0,38.507,0
38.508,0,38.508,0,38.508,0,38.508,0
38.509,0,38.509,0,38.509,0,38.509,0
38.51,0,38.51,0,38.51,0,38.51,0
38.511,1,38.511,0,38.511,0,38.511,0
38.512,0,38.512,0,38.512,1,38.512,2
38.513,0,38.513,1,38.513,4,38.513,0
38.514,0,38.514,1,38.514,4,38.514,1
38.515,0,38.515,1,38.515,2,38.515,0
38.516,0,38.516,0,38.516,1,38.516,1
38.517,1,38.517,0,38.517,0,38.517,0
38.518,0,38.518,0,38.518,2,38.518,1
38.519,0,38.519,1,38.519,1,38.519,0
38.52,2,38.52,0,38.52,2,38.52,0
38.521,0,38.521,0,38.521,0,38.521,0
38.522,0,38.522,0,38.522,0,38.522,0
38.523,0,38.523,0,38.523,0,38.523,0
38.524,0,38.524,0,38.524,0,38.524,1
38.525,0,38.525,0,38.525,0,38.525,0
38.526,0,38.526,0,38.526,0,38.526,0
38.527,0,38.527,0,38.527,0,38.527,0
38.528,0,38.528,0,38.528,0,38.528,0
38.529,0,38.529,0,38.529,0,38.529,0
38.53,0,38.53,0,38.53,0,38.53,0
38.531,1,38.531,0,38.531,0,38.531,0
38.532,0,38.532,0,38.532,1,38.532,2
38.533,0,38.533,1,38.533,4,38.533,0
38.534,0,38.534,1,38.534,4,38.534,1
38.535,0,38.535,1,38.535,2,38.535,0
38.536,0,38.536,0,38.536,1,38.536,1
38.537,1,38.537,0,38.537,0,38.537,0
38.538,0,38.538,0,38.538,2,38.538,1
38.539,0,38.539,1,38.539,1,38.539,0
38.54,2,38.54,0,38.54,2,38.54,0
38.541,0,38.541,0,38.541,0,38.541,0
38.542,0,38.542,0,38.542,0,38.542,0
38.543,0,38.543,0,38.543,0,38.543,0
38.544,0,38.544,0,38.544,0,38.544,0
38.545,0,38.545,0,38.545,0,38.545,0
38.546,0,38.546,0,38.546,0,38.546,0
38.547,0,38.547,0,38.547,0,38.547,0
38.548,0,38.548,0,38.548,0,38.548,0
38.549,0,38.549,0,38.549,0,38.549,0
38.55,0,38.55,0,38.55,0,38.55,0
38.551,1,38.551,0,38.551,0,38.551,0
38.552,0,38.552,0,38.552,1,38.552,2
38.553,0,38.553,1,38.553,4,38.553,0
38.554,0,38.554,1,38.554,4,38.554,1
38.555,0,38.555,1,38.555,2,38.555,0
38.556,0,38.556,0,38.556,1,38.556,1
38.557,1,38.557,0,38.557,0,38.557,0
38.558,0,38.558,0,38.558,2,38.558,1
38.559,0,38.559,1,38.559,3,38.559,0
38.56,2,38.56,0,38.56,2,38.56,0
38.561,0,38.561,0,38.561,0,38.561,0
38.562,0,38.562,0,38.562,0,38.562,0
38.563,0,38.563,0,38.563,0,38.563,0
38.564,0,38.564,0,38.564,1,38.564,0
38.565,0,38.565,0,38.565,0,38.565,0
38.566,0,38.566,0,38.566,0,38.566,0
38.567,0,38.567,0,38.567,0,38.567,0
38.568,0,38.568,0,38.568,0,38.568,0
38.569,0,38.569,0,38.569,0,38.569,0
38.57,0,38.57,0,38.57,0,38.57,0
38.571,1,38.571,0,38.571,0,38.571,0
38.572,0,38.572,0,38.572,1,38.572,2
38.573,0,38.573,1,38.573,4,38.573,0
38.574,0,38.574,1,38.574,4,38.574,1
38.575,0,38.575,1,38.575,2,38.575,0
38.576,0,38.576,0,38.576,1,38.576,1
38.577,1,38.577,0,38.577,0,38.577,0
38.578,0,38.578,0,38.578,2,38.578,1
38.579,0,38.579,1,38.579,3,38.579,0
38.58,2,38.58,0,38.58,2,38.58,0
38.581,0,38.581,0,38.581,0,38.581,0
38.582,0,38.582,0,38.582,0,38.582,0
38.583,0,38.583,0,38.583,0,38.583,0
38.584,0,38.584,0,38.584,0,38.584,0
38.585,0,38.585,0,38.585,1,38.585,0
38.586,0,38.586,0,38.586,0,38.586,0
38.587,0,38.587,0,38.587,0,38.587,0
38.588,0,38.588,0,38.588,0,38.588,0
38.589,0,38.589,0,38.589,0,38.589,0
38.59,0,38.59,0,38.59,0,38.59,0
38.591,1,38.591,0,38.591,0,38.591,0
38.592,0,38.592,0,38.592,1,38.592,2
38.593,0,38.593,1,38.593,4,38.593,0
38.594,0,38.594,1,38.594,4,38.594,1
38.595,0,38.595,1,38.595,2,38.595,0
38.596,0,38.596,0,38.596,1,38.596,1
38.597,1,38.597,0,38.597,0,38.597,0
38.598,0,38.598,0,38.598,2,38.598,1
38.599,0,38.599,1,38.599,3,38.599,0
38.6,2,38.6,0,38.6,2,38.6,0
38.601,0,38.601,0,38.601,0,38.601,0
38.602,0,38.602,0,38.602,0,38.602,0
38.603,0,38.603,0,38.603,0,38.603,0
38.604,0,38.604,0,38.604,0,38.604,1
38.605,0,38.605,0,38.605,0,38.605,0
38.606,0,38.606,0,38.606,0,38.606,0
38.607,0,38.607,0,38.607,0,38.607,0
38.608,0,38.608,0,38.608,0,38.608,0
38.609,0,38.609,0,38.609,0,38.609,0
38.61,0,38.61,0,38.61,0,38.61,0
38.611,1,38.611,0,38.611,0,38.611,0
38.612,0,38.612,0,38.612,1,38.612,2
38.613,0,38.613,1,38.613,4,38.613,0
38.614,0,38.614,1,38.614,4,38.614,1
38.615,0,38.615,1,38.615,2,38.615,0
38.616,0,38.616,0,38.616,1,38.616,1
38.617,1,38.617,0,38.617,0,38.617,0
38.618,0,38.618,0,38.618,2,38.618,1
38.619,0,38.619,1,38.619,1,38.619,0
38.62,2,38.62,0,38.62,2,38.62,0
38.621,0,38.621,0,38.621,0,38.621,0
38.622,0,38.622,0,38.622,0,38.622,0
38.623,0,38.623,0,38.623,0,38.623,0
38.624,0,38.624,0,38.624,0,38.624,0
38.625,0,38.625,0,38.625,1,38.625,0
38.626,0,38.626,0,38.626,0,38.626,0
38.627,0,38.627,0,38.627,0,38.627,0
38.628,0,38.628,0,38.628,0,38.628,0
38.629,0,38.629,0,38.629,0,38.629,0
38.63,0,38.63,0,38.63,0,38.63,0
38.631,1,38.631,0,38.631,0,38.631,0
38.632,0,38.632,0,38.632,1,38.632,2
38.633,0,38.633,1,38.633,4,38.633,0
38.634,0,38.634,1,38.634,4,38.634,1
38.635,0,38.635,1,38.635,2,38.635,0
38.636,0,38.636,0,38.636,1,38.636,1
38.637,1,38.637,0,38.637,0,38.637,0
38.638,0,38.638,0,38.638,2,38.638,1
38.639,0,38.639,1,38.639,3,38.639,0
38.64,2,38.64,0,38.64,2,38.64,0
38.641,0,38.641,0,38.641,0,38.641,0
38.642,0,38.642,0,38.642,0,38.642,0
38.643,0,38.643,0,38.643,0,38.643,0
38.644,0,38.644,0,38.644,0,38.644,1
38.645,0,38.645,1,38.645,1,38.645,0
38.646,0,38.646,0,38.646,0,38.646,0
38.647,0,38.647,0,38.647,0,38.647,0
38.648,0,38.648,0,38.648,0,38.648,0
38.649,0,38.649,0,38.649,0,38.649,0
38.65,0,38.65,0,38.65,0,38.65,0
38.651,1,38.651,0,38.651,0,38.651,0
38.652,0,38.652,0,38.652,1,38.652,2
38.653,0,38.653,1,38.653,4,38.653,0
38.654,0,38.654,1,38.654,4,38.654,1
38.655,0,38.655,1,38.655,2,38.655,0
38.656,0,38.656,0,38.656,1,38.656,1
38.657,1,38.657,0,38.657,0,38.657,0
38.658,0,38.658,0,38.658,2,38.658,1
38.659,0,38.659,1,38.659,3,38.659,0
38.66,2,38.66,0,38.66,2,38.66,0
38.661,0,38.661,0,38.661,0,38.661,0
38.662,0,38.662,0,38.662,0,38.662,0
38.663,0,38.663,0,38.663,0,38.663,0
38.664,0,38.664,0,38.664,0,38.664,0
38.665,0,38.665,1,38.665,1,38.665,0
38.666,0,38.666,0,38.666,0,38.666,0
38.667,0,38.667,0,38.667,0,38.667,0
38.668,0,38.668,0,38.668,0,38.668,0
38.669,0,38.669,0,38.669,0,38.669,0
38.67,0,38.67,0,38.67,0,38.67,0
38.671,1,38.671,0,38.671,0,38.671,0
38.672,0,38.672,0,38.672,1,38.672,2
38.673,0,38.673,1,38.673,4,38.673,0
38.674,0,38.674,1,38.674,4,38.674,1
38.675,0,38.675,1,38.675,2,38.675,0
38.676,0,38.676,0,38.676,1,38.676,1
38.677,1,38.677,0,38.677,0,38.677,0
38.678,0,38.678,0,38.678,2,38.678,1
38.679,0,38.679,1,38.679,3,38.679,0
38.68,2,38.68,1,38.68,2,38.68,0
38.681,0,38.681,0,38.681,0,38.681,0
38.682,0,38.682,0,38.682,0,38.682,0
38.683,0,38.683,0,38.683,0,38.683,0
38.684,0,38.684,0,38.684,0,38.684,0
38.685,0,38.685,0,38.685,0,38.685,0
38.686,0,38.686,0,38.686,0,38.686,0
38.687,0,38.687,0,38.687,0,38.687,0
38.688,0,38.688,0,38.688,0,38.688,0
38.689,0,38.689,0,38.689,0,38.689,0
38.69,0,38.69,0,38.69,0,38.69,0
38.691,1,38.691,0,38.691,0,38.691,0
38.692,0,38.692,0,38.692,1,38.692,2
38.693,0,38.693,1,38.693,4,38.693,0
38.694,0,38.694,1,38.694,4,38.694,1
38.695,0,38.695,1,38.695,2,38.695,0
38.696,0,38.696,0,38.696,1,38.696,1
38.697,1,38.697,0,38.697,0,38.697,0
38.698,0,38.698,0,38.698,2,38.698,1
38.699,0,38.699,1,38.699,1,38.699,0
38.7,2,38.7,1,38.7,2,38.7,0
38.701,0,38.701,0,38.701,0,38.701,0
38.702,0,38.702,0,38.702,0,38.702,0
38.703,0,38.703,0,38.703,0,38.703,0
38.704,0,38.704,0,38.704,0,38.704,0
38.705,0,38.705,1,38.705,1,38.705,0
38.706,0,38.706,0,38.706,1,38.706,0
38.707,0,38.707,0,38.707,0,38.707,0
38.708,0,38.708,0,38.708,0,38.708,0
38.709,0,38.709,0,38.709,0,38.709,0
38.71,0,38.71,0,38.71,0,38.71,0
38.711,1,38.711,0,38.711,0,38.711,0
38.712,0,38.712,0,38.712,1,38.712,2
38.713,0,38.713,1,38.713,4,38.713,0
38.714,0,38.714,1,38.714,4,38.714,1
38.715,0,38.715,1,38.715,2,38.715,0
38.716,0,38.716,0,38.716,1,38.716,1
38.717,1,38.717,0,38.717,0,38.717,0
38.718,0,38.718,0,38.718,2,38.718,1
38.719,0,38.719,1,38.719,3,38.719,0
38.72,2,38.72,0,38.72,2,38.72,0
38.721,0,38.721,0,38.721,0,38.721,0
38.722,0,38.722,0,38.722,0,38.722,0
38.723,0,38.723,0,38.723,0,38.723,0
38.724,0,38.724,0,38.724,0,38.724,0
38.725,0,38.725,0,38.725,0,38.725,0
38.726,0,38.726,0,38.726,0,38.726,0
38.727,0,38.727,0,38.727,0,38.727,0
38.728,0,38.728,0,38.728,0,38.728,0
38.729,0,38.729,0,38.729,0,38.729,0
38.73,0,38.73,0,38.73,0,38.73,0
38.731,1,38.731,0,38.731,0,38.731,0
38.732,0,38.732,0,38.732,1,38.732,2
38.733,0,38.733,1,38.733,4,38.733,0
38.734,0,38.734,1,38.734,4,38.734,1
38.735,0,38.735,1,38.735,2,38.735,0
38.736,0,38.736,0,38.736,1,38.736,1
38.737,1,38.737,0,38.737,0,38.737,0
38.738,0,38.738,0,38.738,2,38.738,1
38.739,0,38.739,1,38.739,3,38.739,0
38.74,2,38.74,0,38.74,2,38.74,0
38.741,0,38.741,0,38.741,0,38.741,0
38.742,0,38.742,0,38.742,0,38.742,0
38.743,0,38.743,0,38.743,0,38.743,0
38.744,0,38.744,0,38.744,1,38.744,0
38.745,0,38.745,0,38.745,0,38.745,0
38.746,0,38.746,0,38.746,1,38.746,0
38.747,0,38.747,0,38.747,0,38.747,0
38.748,0,38.748,0,38.748,0,38.748,0
38.749,0,38.749,0,38.749,0,38.749,0
38.75,0,38.75,0,38.75,0,38.75,0
38.751,1,38.751,0,38.751,0,38.751,0
38.752,0,38.752,0,38.752,1,38.752,2
38.753,0,38.753,1,38.753,4,38.753,0
38.754,0,38.754,1,38.754,4,38.754,1
38.755,0,38.755,1,38.755,2,38.755,0
38.756,0,38.756,0,38.756,1,38.756,1
38.757,1,38.757,0,38.757,0,38.757,0
38.758,0,38.758,0,38.758,2,38.758,1
38.759,0,38.759,1,38.759,3,38.759,0
38.76,2,38.76,0,38.76,2,38.76,0
38.761,0,38.761,0,38.761,0,38.761,0
38.762,0,38.762,0,38.762,0,38.762,0
38.763,0,38.763,0,38.763,0,38.763,0
38.764,0,38.764,0,38.764,0,38.764,1
38.765,0,38.765,0,38.765,0,38.765,0
38.766,0,38.766,0,38.766,0,38.766,0
38.767,0,38.767,0,38.767,0,38.767,0
38.768,0,38.768,0,38.768,0,38.768,0
38.769,0,38.769,0,38.769,0,38.769,0
38.77,0,38.77,0,38.77,0,38.77,0
38.771,1,38.771,0,38.771,0,38.771,0
38.772,0,38.772,0,38.772,1,38.772,2
38.773,0,38.773,1,38.773,4,38.773,0
38.774,0,38.774,1,38.774,4,38.774,1
38.775,0,38.775,1,38.775,2,38.775,0
38.776,0,38.776,0,38.776,1,38.776,1
38.777,1,38.777,0,38.777,0,38.777,0
38.778,0,38.778,0,38.778,2,38.778,1
38.779,0,38.779,1,38.779,1,38.779,0
38.78,2,38.78,0,38.78,2,38.78,0
38.781,0,38.781,0,38.781,0,38.781,0
38.782,0,38.782,0,38.782,0,38.782,0
38.783,0,38.783,0,38.783,0,38.783,0
38.784,0,38.784,0,38.784,1,38.784,0
38.785,0,38.785,0,38.785,0,38.785,0
38.786,0,38.786,0,38.786,0,38.786,0
38.787,0,38.787,0,38.787,0,38.787,0
38.788,0,38.788,0,38.788,0,38.788,0
38.789,0,38.789,0,38.789,0,38.789,0
38.79,0,38.79,0,38.79,0,38.79,0
38.791,1,38.791,0,38.791,0,38.791,0
38.792,0,38.792,0,38.792,1,38.792,2
38.793,0,38.793,1,38.793,4,38.793,0
38.794,0,38.794,1,38.794,4,38.794,1
38.795,0,38.795,1,38.795,2,38.795,0
38.796,0,38.796,0,38.796,1,38.796,1
38.797,1,38.797,0,38.797,0,38.797,0
38.798,0,38.798,0,38.798,2,38.798,1
38.799,0,38.799,1,38.799,3,38.799,0
38.8,2,38.8,0,38.8,2,38.8,0
38.801,0,38.801,0,38.801,0,38.801,0
38.802,0,38.802,0,38.802,0,38.802,0
38.803,0,38.803,0,38.803,0,38.803,0
38.804,0,38.804,0,38.804,0,38.804,0
38.805,0,38.805,1,38.805,0,38.805,0
38.806,0,38.806,0,38.806,0,38.806,0
38.807,0,38.807,0,38.807,0,38.807,0
38.808,0,38.808,0,38.808,0,38.808,0
38.809,0,38.809,0,38.809,0,38.809,0
38.81,0,38.81,0,38.81,0,38.81,0
38.811,1,38.811,0,38.811,0,38.811,0
38.812,0,38.812,0,38.812,1,38.812,2
38.813,0,38.813,1,38.813,4,38.813,0
38.814,0,38.814,1,38.814,4,38.814,1
38.815,0,38.815,1,38.815,2,38.815,0
38.816,0,38.816,0,38.816,1,38.816,1
38.817,1,38.817,0,38.817,0,38.817,0
38.818,0,38.818,0,38.818,2,38.818,1
38.819,0,38.819,1,38.819,3,38.819,0
38.82,2,38.82,0,38.82,2,38.82,0
38.821,0,38.821,0,38.821,0,38.821,0
38.822,0,38.822,0,38.822,0,38.822,0
38.823,0,38.823,0,38.823,0,38.823,0
38.824,0,38.824,0,38.824,0,38.824,0
38.825,0,38.825,0,38.825,0,38.825,0
38.826,0,38.826,0,38.826,0,38.826,0
38.827,0,38.827,0,38.827,0,38.827,0
38.828,0,38.828,0,38.828,0,38.828,0
38.829,0,38.829,0,38.829,0,38.829,0
38.83,0,38.83,0,38.83,0,38.83,0
38.831,1,38.831,0,38.831,0,38.831,0
38.832,0,38.832,0,38.832,1,38.832,2
38.833,0,38.833,1,38.833,4,38.833,0
38.834,0,38.834,1,38.834,4,38.834,1
38.835,0,38.835,1,38.835,2,38.835,0
38.836,0,38.836,0,38.836,1,38.836,1
38.837,1,38.837,0,38.837,0,38.837,0
38.838,0,38.838,0,38.838,2,38.838,1
38.839,0,38.839,1,38.839,3,38.839,0
38.84,2,38.84,1,38.84,2,38.84,0
38.841,0,38.841,0,38.841,0,38.841,0
38.842,0,38.842,0,38.842,0,38.842,0
38.843,0,38.843,0,38.843,0,38.843,0
38.844,0,38.844,0,38.844,0,38.844,0
38.845,0,38.845,0,38.845,0,38.845,0
38.846,0,38.846,0,38.846,0,38.846,0
38.847,0,38.847,0,38.847,0,38.847,0
38.848,0,38.848,0,38.848,0,38.848,0
38.849,0,38.849,0,38.849,0,38.849,0
38.85,0,38.85,0,38.85,0,38.85,0
38.851,1,38.851,0,38.851,0,38.851,0
38.852,0,38.852,0,38.852,1,38.852,2
38.853,0,38.853,1,38.853,4,38.853,0
38.854,0,38.854,1,38.854,4,38.854,1
38.855,0,38.855,1,38.855,2,38.855,0
38.856,0,38.856,0,38.856,1,38.856,1
38.857,1,38.857,0,38.857,0,38.857,0
38.858,0,38.858,0,38.858,2,38.858,1
38.859,0,38.859,1,38.859,1,38.859,0
38.86,2,38.86,1,38.86,2,38.86,0
38.861,0,38.861,0,38.861,0,38.861,0
38.862,0,38.862,0,38.862,0,38.862,0
38.863,0,38.863,0,38.863,0,38.863,0
38.864,0,38.864,0,38.864,0,38.864,0
38.865,0,38.865,1,38.865,0,38.865,0
38.866,0,38.866,0,38.866,0,38.866,0
38.867,0,38.867,0,38.867,0,38.867,0
38.868,0,38.868,0,38.868,0,38.868,0
38.869,0,38.869,0,38.869,0,38.869,0
38.87,0,38.87,0,38.87,0,38.87,0
38.871,1,38.871,0,38.871,0,38.871,0
38.872,0,38.872,0,38.872,1,38.872,2
38.873,0,38.873,1,38.873,4,38.873,0
38.874,0,38.874,1,38.874,4,38.874,1
38.875,0,38.875,1,38.875,3,38.875,0
38.876,0,38.876,0,38.876,2,38.876,1
38.877,1,38.877,0,38.877,0,38.877,0
38.878,0,38.878,0,38.878,2,38.878,1
38.879,0,38.879,1,38.879,3,38.879,0
38.88,2,38.88,0,38.88,0,38.88,0
38.881,0,38.881,0,38.881,0,38.881,0
38.882,0,38.882,0,38.882,0,38.882,0
38.883,0,38.883,0,38.883,0,38.883,0
38.884,0,38.884,0,38.884,0,38.884,0
38.885,0,38.885,0,38.885,0,38.885,0
38.886,0,38.886,0,38.886,0,38.886,0
38.887,0,38.887,0,38.887,0,38.887,0
38.888,0,38.888,0,38.888,0,38.888,0
38.889,0,38.889,0,38.889,0,38.889,0
38.89,0,38.89,0,38.89,0,38.89,0
38.891,1,38.891,0,38.891,0,38.891,0
38.892,0,38.892,0,38.892,1,38.892,2
38.893,0,38.893,1,38.893,4,38.893,0
38.894,0,38.894,1,38.894,3,38.894,1
38.895,0,38.895,1,38.895,4,38.895,0
38.896,0,38.896,0,38.896,2,38.896,1
38.897,1,38.897,0,38.897,0,38.897,0
38.898,0,38.898,0,38.898,2,38.898,1
38.899,0,38.899,1,38.899,3,38.899,0
38.9,2,38.9,0,38.9,0,38.9,0
38.901,0,38.901,0,38.901,0,38.901,0
38.902,0,38.902,0,38.902,0,38.902,0
38.903,0,38.903,0,38.903,0,38.903,0
38.904,0,38.904,0,38.904,0,38.904,0
38.905,0,38.905,1,38.905,0,38.905,0
38.906,0,38.906,0,38.906,0,38.906,0
38.907,0,38.907,0,38.907,0,38.907,0
38.908,0,38.908,0,38.908,0,38.908,0
38.909,0,38.909,0,38.909,0,38.909,0
38.91,0,38.91,0,38.91,0,38.91,0
38.911,1,38.911,0,38.911,0,38.911,0
38.912,0,38.912,0,38.912,1,38.912,2
38.913,0,38.913,1,38.913,4,38.913,0
38.914,0,38.914,1,38.914,3,38.914,1
38.915,0,38.915,1,38.915,4,38.915,0
38.916,0,38.916,0,38.916,2,38.916,1
38.917,1,38.917,0,38.917,0,38.917,0
38.918,0,38.918,0,38.918,2,38.918,1
38.919,0,38.919,1,38.919,1,38.919,0
38.92,2,38.92,0,38.92,0,38.92,0
38.921,0,38.921,0,38.921,0,38.921,0
38.922,0,38.922,0,38.922,0,38.922,0
38.923,0,38.923,0,38.923,0,38.923,0
38.924,0,38.924,0,38.924,0,38.924,1
38.925,0,38.925,0,38.925,1,38.925,0
38.926,0,38.926,0,38.926,0,38.926,0
38.927,0,38.927,0,38.927,0,38.927,0
38.928,0,38.928,0,38.928,0,38.928,0
38.929,0,38.929,0,38.929,0,38.929,0
38.93,0,38.93,0,38.93,0,38.93,0
38.931,1,38.931,0,38.931,0,38.931,0
38.932,0,38.932,0,38.932,1,38.932,2
38.933,0,38.933,1,38.933,4,38.933,0
38.934,0,38.934,1,38.934,3,38.934,1
38.935,0,38.935,1,38.935,4,38.935,0
38.936,0,38.936,0,38.936,2,38.936,1
38.937,1,38.937,0,38.937,0,38.937,0
38.938,0,38.938,0,38.938,2,38.938,1
38.939,0,38.939,1,38.939,3,38.939,0
38.94,2,38.94,0,38.94,0,38.94,0
38.941,0,38.941,0,38.941,0,38.941,0
38.942,0,38.942,0,38.942,0,38.942,0
38.943,0,38.943,0,38.943,0,38.943,0
38.944,0,38.944,0,38.944,0,38.944,0
38.945,0,38.945,0,38.945,0,38.945,0
38.946,0,38.946,0,38.946,0,38.946,0
38.947,0,38.947,0,38.947,0,38.947,0
38.948,0,38.948,0,38.948,0,38.948,0
38.949,0,38.949,0,38.949,0,38.949,0
38.95,0,38.95,0,38.95,0,38.95,0
38.951,1,38.951,0,38.951,0,38.951,0
38.952,0,38.952,0,38.952,1,38.952,2
38.953,0,38.953,1,38.953,4,38.953,0
38.954,0,38.954,1,38.954,4,38.954,1
38.955,0,38.955,1,38.955,3,38.955,0
38.956,0,38.956,0,38.956,2,38.956,1
38.957,1,38.957,0,38.957,0,38.957,0
38.958,0,38.958,0,38.958,2,38.958,1
38.959,0,38.959,1,38.959,3,38.959,0
38.96,2,38.96,0,38.96,0,38.96,0
38.961,0,38.961,0,38.961,0,38.961,0
38.962,0,38.962,0,38.962,0,38.962,0
38.963,0,38.963,0,38.963,0,38.963,0
38.964,0,38.964,0,38.964,1,38.964,0
38.965,0,38.965,0,38.965,0,38.965,0
38.966,0,38.966,0,38.966,0,38.966,0
38.967,0,38.967,0,38.967,0,38.967,0
38.968,0,38.968,0,38.968,0,38.968,0
38.969,0,38.969,0,38.969,0,38.969,0
